ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR,...2,...3,...4
NA,NA,l,"Disponer el embargo preventivo de bienes, del presunto agresor. Para aplicar esta medida no será necesario ningún depósito de garantía. A juicio de la autoridad judicial competente, el embargo recaerá sobre la casa de habitación familiar y sobre los bienes necesarios para respaldar la obligación alimentaria en favor de la persona agredida y los dependientes que correspondan, conforme a la ley."
NA,NA,m,"Levantar un inventario de los bienes muebles existentes en el núcleo habitacional, en particular el menaje de casa u otros que le sirvan como medio de trabajo a la persona agredida."
NA,NA,n,"Otorgar el uso exclusivo, por un plazo determinado, del menaje de casa a la persona agredida. Deberán salvaguardarse especialmente la vivienda y el menaje amparado al régimen de patrimonio familiar."
NA,NA,ñ,"Ordenar, al presunto agresor, que se abstenga de interferir en el uso y disfrute de los instrumentos de trabajo de la persona agredida. Cuando ésta tenga sesenta (60) años o más o sea discapacitada, el presunto agresor no deberá interferir en el uso y disfrute de instrumentos indispensables para que la víctima pueda valerse por sí misma o integrarse a la sociedad."
NA,NA,o,"Ordenar al presunto agresor, la reparación en dinero efectivo de los daños ocasionados a la persona agredida, o a los bienes que le sean indispensables para continuar su vida normal. Se incluyen gastos de traslado, reparaciones a la propiedad, alojamiento y gastos médicos. El monto se hará efectivo en la forma y procedimiento que la autoridad judicial estime conveniente para garantizar que la misma sea cumplida."
NA,NA,z,Se ignora la medida de seguridad
NA,NA,NA,NA
ORGANISMO_REMITE,Órgano jurisdiccional a donde se remitió,1,Juzgados de Paz
NA,NA,2,Juzgados de Paz Comunitarios
NA,NA,3,Juzgados de Paz Penal
NA,NA,4,"Juzgado de Paz Penal de Conocimiento a Prevención de Delitos de Narcotráfico, Defraudación y Contrabando Aduanero, Violencia Sexual, Explotación y Trata de Personas"
NA,NA,5,Juzgados de Paz Penal de Turno/24horas
NA,NA,6,Juzgados de Paz Móvil
NA,NA,7,"Juzgado de Paz con Competencia Específica para la Protección en Materia de Violencia Intrafamiliar, y de Niñez y Adolescencia Amenazada o Violada en sus Derechos (de turno)"
NA,NA,8,"Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente"
NA,NA,9,"Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente de Turno/24 horas"
NA,NA,10,"Juzgado de Turno de Primera Instancia Penal de Delitos de Femicidio y otras formas de  Violencia contra la contra la Mujer y Violencia Sexual, Explotación y Trata de Personas"
NA,NA,11,Juzgados de Primera Instancia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer
NA,NA,12,"Tribunales de Sentencia Penal, Narcoactividad y Delitos contra el Ambiente"
NA,NA,13,Tribunales de Sentencia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer
NA,NA,14,Juzgados de Primera Instancia Ramo Mixto
NA,NA,15,Juzgados de Primera Instancia de Familia
NA,NA,16,Juzgados de Adolescentes en Conflicto con la Ley Penal
NA,NA,17,Ministerio Público (como órgano estatal)
NA,NA,18,Este mismo órgano
NA,NA,99,Ignorado
